SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
476,12464,24905,58141,148.3822,86.3045
477,12498,24905,58141,148.2886,86.2835
478,12537,24905,58141,148.2421,85.1835
479,12569,24905,58141,146.3114,84.4384
480,12570,24905,58141,145.5657,84.4372
481,12632,24905,58141,143.0439,84.4372
482,12636,24905,58141,142.8477,84.4366
483,12646,24905,58141,142.8407,84.4365
484,12670,24905,58141,142.2914,84.4322
485,12688,24905,58141,142.2829,84.4322
486,12690,24905,58141,142.2670,84.4322
487,12694,24905,58141,141.9954,84.4309
488,12698,24905,58141,141.9803,84.4297
489,12706,24905,58141,141.9652,84.4126
490,12727,24905,58141,141.1336,84.4126
491,12736,24905,58141,141.1165,84.4125
492,12739,24905,58141,141.0883,84.4125
493,12755,24905,58141,140.9413,84.4124
494,12771,24905,58141,140.6821,84.4124
495,12782,24905,58141,140.4911,84.4123
496,12803,24905,58141,140.1531,84.4107
497,12811,24905,58141,139.8654,84.4107
498,12813,24905,58141,139.8585,84.4106
499,12814,24905,58141,139.8441,84.4104
500,12821,24905,58141,139.6873,84.4088
501,12822,24905,58141,139.2818,84.4080
502,12822,24905,58141,139.2672,84.4071
503,12823,24905,58141,139.2228,84.4055
504,12823,24905,58141,139.1932,84.4047
505,12827,24905,58141,139.1470,84.4039
506,12870,24905,58141,139.0991,84.4038
507,12910,24905,58141,139.0168,84.3898
508,12918,24905,58141,138.6168,84.3880
509,12920,24905,58141,138.5613,84.3872
510,12929,24905,58141,138.1492,84.3859
511,12941,24905,58141,138.1340,84.3823
512,12961,24905,58141,138.0878,84.3645
513,12970,24905,58141,138.0591,84.3645
514,12975,24905,58141,137.3687,84.3620
515,13065,24905,58141,137.3406,84.3620
516,13104,24905,58141,137.1203,84.3620
517,13145,24905,58141,137.0886,84.3601
518,13197,24905,58141,136.5995,84.3068
519,13198,24905,58141,135.5437,84.3058
520,13287,24905,58141,135.5121,84.2854
521,13307,24905,58141,135.2583,84.2854
522,13307,24905,58141,135.2287,84.2854
523,13329,24905,58141,135.2159,84.2832
524,13356,24905,58141,134.5228,84.2809
525,13416,24905,58141,134.5228,84.2355
526,13490,24905,58141,134.2959,84.2354
527,13491,24905,58141,134.2113,84.2346
528,13494,24905,58141,134.1984,84.2331
529,13497,24905,58141,134.1724,84.2323
530,13519,24905,58141,134.0122,84.2323
531,13546,24905,58141,133.9936,84.2141
532,13584,24905,58141,133.9590,84.2139
533,13719,24905,58141,133.8407,84.2127
534,13749,24905,58141,133.3563,84.2124
535,13772,24905,58141,133.3500,84.2124
536,13797,24905,58141,133.3161,84.2112
537,13825,24905,58141,133.2493,84.2099
538,13841,24905,58141,133.1688,84.2098
539,13843,24905,58141,133.1207,84.2086
540,13972,24905,58141,133.1092,84.2069
541,13975,24905,58141,132.6060,84.2067
542,13993,24905,58141,132.5958,84.2067
543,14008,24905,58141,132.5386,84.2065
544,14008,24905,58141,132.3587,84.2064
545,14020,24905,58141,132.2900,84.2064
546,14021,24905,58141,132.2678,84.2041
547,14121,24905,58141,131.5357,84.1507
548,14143,24905,58141,131.4780,84.1486
549,14143,24905,58141,131.3654,84.1483
550,14161,24905,58141,131.0671,84.1483
551,14193,24905,58141,131.0532,84.0839
552,14230,24905,58141,130.9889,84.0820
553,14260,24905,58141,130.9505,84.0818
554,14281,24905,58141,130.7802,84.0816
555,14284,24905,58141,130.7766,84.0809
556,14286,24905,58141,130.7677,84.0801
557,14369,24905,58141,130.7587,84.0577
558,14409,24905,58141,130.6604,84.0575
559,14457,24905,58141,130.5673,84.0572
560,14494,24905,58141,130.5490,84.0551
561,14510,24905,58141,130.3582,84.0548
562,14571,24905,58141,130.2913,83.9775
563,14575,24905,58141,129.8370,83.9767
564,14616,24905,58141,129.8247,83.9766
565,14620,24905,58141,129.7529,83.9722
566,14620,24905,58141,129.6771,83.9722
567,14625,24905,58141,128.7768,83.9700
568,14626,24905,58141,128.7446,83.9657
569,14629,24905,58141,128.6781,83.9645
570,14638,24905,58141,128.6435,83.9627
571,14642,24905,58141,128.6152,83.9615
572,14653,24905,58141,127.5934,83.9572
573,14675,24905,58141,127.5387,83.9572
574,14682,24905,58141,127.2357,83.9562
575,14694,24905,58141,127.2217,83.9534
576,14699,24905,58141,127.1793,83.9523
577,14705,24905,58141,126.9066,83.9514
578,14708,24905,58141,126.8725,83.9505
579,14710,24905,58141,126.4246,83.9495
580,14713,24905,58141,126.4109,83.9484
581,14755,24905,58141,126.3338,83.9442
