SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
622,20277,7295,42395,161.1333,97.3130
623,20288,7295,42395,159.9914,97.3116
624,20305,7295,42395,159.8980,97.3116
625,20311,7295,42395,159.8851,97.3116
626,20349,7295,42395,159.8816,97.3116
627,20364,7295,42395,159.8332,97.3115
628,20374,7295,42395,159.3303,97.3087
629,20448,7295,42395,159.2603,97.3087
630,20506,7295,42395,159.1215,97.3087
631,20509,7295,42395,158.8919,97.3087
632,20555,7295,42395,158.7935,97.3079
633,20558,7295,42395,158.6606,97.3079
634,20624,7295,42395,157.3762,97.2865
635,20683,7295,42395,157.2983,97.2831
636,20690,7295,42395,156.1382,97.2831
637,20710,7295,42395,156.1340,97.2811
638,20715,7295,42395,156.1109,97.2810
639,20731,7295,42395,155.8466,97.2770
640,20744,7295,42395,155.7835,97.2754
641,20759,7295,42395,153.6029,97.2749
642,20763,7295,42395,153.5837,97.2749
643,20793,7295,42395,153.5802,97.2694
644,20829,7295,42395,153.5727,97.2657
645,20892,7295,42395,153.3569,97.0811
646,20901,7295,42395,151.6071,97.0801
647,20911,7295,42395,151.5996,97.0781
648,20925,7295,42395,151.3853,97.0773
649,20958,7295,42395,150.0126,97.0773
650,21042,7295,42395,149.9811,97.0512
651,21092,7295,42395,149.9482,97.0434
652,21100,7295,42395,149.9380,97.0434
653,21217,7295,42395,149.9349,96.9870
654,21238,7295,42395,149.8298,96.9850
655,21260,7295,42395,149.8254,96.9830
656,21311,7295,42395,149.8210,96.9714
657,21330,7295,42395,149.8008,96.9693
658,21336,7295,42395,149.7755,96.9679
659,21359,7295,42395,149.7562,96.9638
