SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
348,12018,7295,42395,419.5738,171.8503
349,12038,7295,42395,419.5512,171.8440
350,12042,7295,42395,418.8776,171.8050
351,12048,7295,42395,418.7223,171.8015
352,12064,7295,42395,418.7107,171.7858
353,12069,7295,42395,418.6920,171.7776
354,12077,7295,42395,417.6164,171.7760
355,12081,7295,42395,417.5834,171.7746
356,12134,7295,42395,417.3107,171.7604
357,12147,7295,42395,417.1759,171.7599
358,12158,7295,42395,416.9024,171.7481
359,12209,7295,42395,416.8689,171.7089
360,12272,7295,42395,416.6772,171.7058
361,12324,7295,42395,416.6472,171.6945
362,12331,7295,42395,415.3602,171.6852
363,12368,7295,42395,415.3481,171.6773
364,12429,7295,42395,414.7750,171.6746
365,12465,7295,42395,414.5007,171.6511
366,12493,7295,42395,413.6924,171.6012
367,12516,7295,42395,413.6216,171.5995
368,12552,7295,42395,413.4873,171.5988
369,12566,7295,42395,413.4814,171.5836
370,12592,7295,42395,413.4611,171.5719
371,12600,7295,42395,412.5975,171.5710
372,12619,7295,42395,412.2372,171.5705
373,12624,7295,42395,412.0866,171.5703
374,12628,7295,42395,411.4159,171.5569
375,12633,7295,42395,411.3626,171.5563
376,12675,7295,42395,411.3524,171.4176
377,12742,7295,42395,411.1659,171.4143
378,12776,7295,42395,411.1267,171.2677
379,13046,7295,42395,410.9596,171.2370
380,13061,7295,42395,410.6804,171.2356
381,13124,7295,42395,410.6163,171.2267
382,13147,7295,42395,410.5325,171.2259
383,13238,7295,42395,410.5236,171.1666
384,13243,7295,42395,410.4463,171.1582
385,13295,7295,42395,410.4363,171.1554
386,13324,7295,42395,409.5046,171.0645
387,13342,7295,42395,409.3893,171.0644
388,13363,7295,42395,409.2206,171.0611
389,13428,7295,42395,409.1503,171.0608
390,13497,7295,42395,409.1436,171.0453
391,13505,7295,42395,409.1230,171.0193
392,13563,7295,42395,409.0893,171.0074
393,13568,7295,42395,408.2767,171.0070
394,13575,7295,42395,408.2527,170.9925
395,13580,7295,42395,408.2367,170.9923
396,13585,7295,42395,408.2078,170.9806
397,13592,7295,42395,408.1646,170.9799
398,13598,7295,42395,408.1544,170.9796
399,13652,7295,42395,407.8849,170.9763
400,13691,7295,42395,407.8321,170.9677
401,13704,7295,42395,407.3460,170.9646
402,13720,7295,42395,407.2352,170.9640
403,13742,7295,42395,406.8154,170.9304
404,13759,7295,42395,406.7766,170.9297
405,13766,7295,42395,406.6603,170.9231
406,13830,7295,42395,406.3222,170.8240
407,13840,7295,42395,406.3021,170.8234
408,13849,7295,42395,406.2821,170.8225
409,13864,7295,42395,406.2594,170.8199
410,13892,7295,42395,405.3071,170.8171
411,13906,7295,42395,405.2792,170.8171
412,13956,7295,42395,405.0759,170.8041
413,13960,7295,42395,404.5566,170.8040
414,13974,7295,42395,402.6066,170.4561
415,14005,7295,42395,402.5265,170.4530
416,14023,7295,42395,402.4902,170.4452
417,14027,7295,42395,402.4533,170.4452
418,14050,7295,42395,402.3427,170.4432
419,14055,7295,42395,402.2984,170.4426
420,14110,7295,42395,402.2775,170.4345
421,14154,7295,42395,402.0416,170.4304
422,14188,7295,42395,401.9198,170.4229
423,14194,7295,42395,401.8148,170.4223
424,14208,7295,42395,400.0837,170.4195
425,14210,7295,42395,399.9681,170.4195
426,14216,7295,42395,399.9580,170.4181
427,14220,7295,42395,399.8939,170.4180
428,14323,7295,42395,399.6294,170.4162
429,14339,7295,42395,399.5445,170.4116
430,14341,7295,42395,399.3189,170.4116
431,14358,7295,42395,399.2971,170.3613
432,14430,7295,42395,399.1724,170.3412
433,14437,7295,42395,398.7907,170.3393
434,14452,7295,42395,398.6084,170.3387
435,14460,7295,42395,398.6022,170.3382
436,14478,7295,42395,398.2913,170.3287
437,14481,7295,42395,398.1401,170.3286
438,14503,7295,42395,398.0686,170.3272
439,14533,7295,42395,398.0030,170.3231
440,14543,7295,42395,397.1718,170.3225
441,14595,7295,42395,396.9584,170.3168
442,14599,7295,42395,396.6968,170.3117
443,14618,7295,42395,396.6766,170.3071
444,14657,7295,42395,396.6050,170.3037
445,14672,7295,42395,396.4607,170.2964
446,14684,7295,42395,396.4099,170.2955
447,14692,7295,42395,395.8653,170.2940
448,14724,7295,42395,395.8261,170.2912
449,14742,7295,42395,395.0305,170.2845
450,14749,7295,42395,394.9843,170.2837
451,14754,7295,42395,394.8381,170.2833
452,14778,7295,42395,394.6048,170.2779
453,14830,7295,42395,394.2728,170.2724
454,14850,7295,42395,394.1249,170.2712
455,14865,7295,42395,394.0190,170.2711
456,14882,7295,42395,393.9936,170.2654
457,14884,7295,42395,393.8713,170.2654
458,14888,7295,42395,393.8070,170.2645
459,14897,7295,42395,393.7776,170.2544
460,14902,7295,42395,393.7647,170.2535
461,14916,7295,42395,393.7399,170.2526
462,14920,7295,42395,393.6906,170.2507
463,14949,7295,42395,393.6111,170.2263
464,14954,7295,42395,393.2127,170.2241
465,14967,7295,42395,393.1790,170.2178
466,15039,7295,42395,393.1526,170.1938
467,15045,7295,42395,392.2444,170.1923
468,15110,7295,42395,392.2134,170.1923
469,15245,7295,42395,392.1132,170.1915
470,15251,7295,42395,391.9406,170.1915
471,15255,7295,42395,391.9406,170.1915
472,15273,7295,42395,391.8909,170.1907
473,15293,7295,42395,391.3599,170.1878
474,15300,7295,42395,391.3418,170.1843
475,15306,7295,42395,391.3331,170.1837
476,15327,7295,42395,391.3215,170.1794
477,15332,7295,42395,391.1390,170.1789
478,15346,7295,42395,390.8935,170.1789
479,15357,7295,42395,390.7733,170.1783
480,15360,7295,42395,390.2900,170.1764
481,15376,7295,42395,389.9024,170.1760
482,15401,7295,42395,389.2239,170.1747
483,15472,7295,42395,389.0875,170.1649
484,15476,7295,42395,389.0586,170.1648
485,15507,7295,42395,389.0508,170.1489
486,15524,7295,42395,388.9641,170.1452
487,15582,7295,42395,388.8493,170.1373
488,15594,7295,42395,388.7941,170.1351
489,15601,7295,42395,388.4279,170.1345
490,15623,7295,42395,388.3883,170.1321
491,15627,7295,42395,388.3152,170.1316
492,15659,7295,42395,388.1872,170.1301
493,15679,7295,42395,388.1560,170.1300
494,15682,7295,42395,387.8142,170.1283
495,15699,7295,42395,381.5199,170.1283
496,15768,7295,42395,381.4496,170.1259
497,15782,7295,42395,381.3922,170.1245
498,15809,7295,42395,381.2094,170.1025
499,15983,7295,42395,381.1794,169.9772
500,15995,7295,42395,380.9687,169.9765
501,16223,7295,42395,380.7427,169.9370
502,16235,7295,42395,379.3250,169.9369
503,16245,7295,42395,379.2665,169.9343
504,16284,7295,42395,378.9482,169.9272
505,16322,7295,42395,378.9077,169.9238
506,16326,7295,42395,378.7275,169.9238
507,16381,7295,42395,378.7009,169.9238
508,16386,7295,42395,378.6443,169.9238
509,16390,7295,42395,378.6147,169.9159
510,16415,7295,42395,378.3519,169.9146
511,16424,7295,42395,378.3176,169.9146
512,16427,7295,42395,378.2886,169.9145
513,16434,7295,42395,378.2599,169.9145
514,16450,7295,42395,377.9700,169.9143
515,16454,7295,42395,377.9124,169.9142
516,16515,7295,42395,377.3233,169.9142
517,16530,7295,42395,377.1944,169.9125
518,16555,7295,42395,376.1588,169.9124
519,16573,7295,42395,376.1588,169.9124
520,16588,7295,42395,376.0163,169.9124
521,16661,7295,42395,375.8684,169.9074
522,16677,7295,42395,375.7152,169.9030
523,16682,7295,42395,375.2970,169.9026
524,16718,7295,42395,375.2509,169.8985
525,16796,7295,42395,375.1500,169.8913
526,16814,7295,42395,374.8489,169.8905
527,16825,7295,42395,374.6498,169.8896
528,16844,7295,42395,374.5925,169.8892
529,16853,7295,42395,374.5704,169.8882
530,16888,7295,42395,374.3327,169.8835
531,16894,7295,42395,374.2506,169.8810
532,16901,7295,42395,373.8818,169.8803
533,16911,7295,42395,373.8153,169.8783
534,16915,7295,42395,373.7828,169.8757
535,16941,7295,42395,373.4069,169.8710
536,16957,7295,42395,373.3015,169.8709
537,16961,7295,42395,373.2533,169.8688
538,16962,7295,42395,373.2475,169.8670
539,16974,7295,42395,373.2430,169.8664
540,16978,7295,42395,373.2184,169.8648
541,16983,7295,42395,373.1404,169.8648
542,16992,7295,42395,373.1280,169.8642
543,17095,7295,42395,373.1192,169.8572
544,17125,7295,42395,372.8259,169.8239
545,17142,7295,42395,370.0604,169.8238
546,17147,7295,42395,370.0604,169.8238
547,17153,7295,42395,369.9843,169.8238
548,17183,7295,42395,369.9092,169.8196
549,17291,7295,42395,369.7938,169.7665
550,17297,7295,42395,369.6545,169.7659
551,17299,7295,42395,369.6337,169.7659
552,17312,7295,42395,369.6120,169.7633
553,17357,7295,42395,369.4797,169.7584
554,17386,7295,42395,369.4253,169.7536
555,17403,7295,42395,368.6121,169.7520
556,17411,7295,42395,368.4356,169.7519
557,17430,7295,42395,368.3475,169.7518
558,17434,7295,42395,368.3303,169.7513
559,17487,7295,42395,368.2405,169.7468
560,17624,7295,42395,368.0231,169.7461
561,17628,7295,42395,367.0889,169.7435
562,17669,7295,42395,367.0116,169.7418
563,17711,7295,42395,366.6412,169.7418
564,17718,7295,42395,366.4861,169.7400
565,17723,7295,42395,366.3629,169.7400
566,17756,7295,42395,365.9640,169.5394
567,17766,7295,42395,365.1183,169.5385
568,17770,7295,42395,365.0280,169.5372
569,17778,7295,42395,364.9033,169.5366
570,17873,7295,42395,364.8591,169.5293
571,17913,7295,42395,364.3648,169.5253
572,17930,7295,42395,360.2912,169.5253
573,17940,7295,42395,360.0656,169.5253
574,17946,7295,42395,359.4335,169.5246
575,17949,7295,42395,358.9632,169.5239
576,17951,7295,42395,358.9262,169.5226
577,17959,7295,42395,358.4742,169.5226
578,17969,7295,42395,358.2848,169.5182
579,17977,7295,42395,358.1814,169.5181
580,17985,7295,42395,357.2909,169.5174
581,17988,7295,42395,356.1013,169.5172
582,18076,7295,42395,354.4303,169.5160
583,18078,7295,42395,354.3220,169.5156
584,18086,7295,42395,354.0111,169.5104
585,18091,7295,42395,352.8617,169.5071
586,18101,7295,42395,352.6517,169.5057
587,18110,7295,42395,352.6376,169.5055
588,18203,7295,42395,352.6361,169.4276
589,18209,7295,42395,351.8125,169.4265
590,18285,7295,42395,351.7205,169.4130
591,18299,7295,42395,350.6493,169.4076
592,18311,7295,42395,350.5932,169.4053
593,18317,7295,42395,350.3586,169.4008
594,18457,7295,42395,350.3297,169.3475
595,18461,7295,42395,349.9367,169.3468
596,18470,7295,42395,349.6567,169.3461
597,18476,7295,42395,349.2276,169.3459
598,18527,7295,42395,349.1606,168.8908
599,18560,7295,42395,348.7918,168.8718
600,18601,7295,42395,348.6270,168.8686
601,18612,7295,42395,348.2801,168.8657
602,18641,7295,42395,348.2524,168.8626
603,18649,7295,42395,347.8378,168.8610
604,18688,7295,42395,347.6699,168.8604
605,18767,7295,42395,347.5746,168.8567
606,18769,7295,42395,346.8016,168.8567
607,18779,7295,42395,345.9729,168.8565
608,18782,7295,42395,344.6269,168.8562
609,18783,7295,42395,344.5941,168.8561
610,18787,7295,42395,344.5598,168.8558
611,18789,7295,42395,344.2547,168.8558
612,18790,7295,42395,344.2192,168.8555
613,18792,7295,42395,344.1828,168.8555
614,18804,7295,42395,344.1447,168.8435
615,18814,7295,42395,344.0598,168.8423
616,18818,7295,42395,343.8091,168.8421
617,18839,7295,42395,343.6985,168.8399
618,18933,7295,42395,343.3924,168.8353
619,18980,7295,42395,342.1286,168.8310
620,18998,7295,42395,341.7360,168.8310
621,19062,7295,42395,341.2162,168.8256
622,19085,7295,42395,341.1963,168.8223
623,19112,7295,42395,340.9305,168.7703
624,19121,7295,42395,340.6880,168.6839
625,19216,7295,42395,340.4951,168.6471
626,19244,7295,42395,340.1210,168.6429
627,19249,7295,42395,340.0810,168.6419
628,19268,7295,42395,340.0585,168.6401
629,19277,7295,42395,339.9576,168.5501
630,19279,7295,42395,339.8515,168.5428
631,19389,7295,42395,339.8443,168.5380
632,19467,7295,42395,338.9698,168.5355
633,19471,7295,42395,338.3714,168.5344
634,19482,7295,42395,338.3575,168.5308
635,19494,7295,42395,338.2763,168.5287
636,19515,7295,42395,338.2219,168.4907
637,19517,7295,42395,338.1521,168.4899
638,19526,7295,42395,338.1234,168.4889
639,19552,7295,42395,338.1115,168.4476
640,19640,7295,42395,338.0525,168.4332
641,19662,7295,42395,337.8915,168.4322
642,19685,7295,42395,337.8799,168.3883
643,19689,7295,42395,337.8266,168.3870
644,19737,7295,42395,337.8162,168.3590
645,19745,7295,42395,337.6978,168.3588
646,19812,7295,42395,336.7977,168.1416
647,19818,7295,42395,336.5849,168.1398
648,19827,7295,42395,336.5547,168.0614
649,19858,7295,42395,336.4661,168.0547
650,19913,7295,42395,336.3891,167.9970
651,19953,7295,42395,336.2866,167.8713
652,19980,7295,42395,336.1017,167.8193
653,19998,7295,42395,335.2589,167.7844
654,20000,7295,42395,335.1496,167.7842
655,20013,7295,42395,335.0685,167.7814
656,20024,7295,42395,335.0499,167.7794
657,20051,7295,42395,335.0064,167.7768
658,20090,7295,42395,334.9803,167.7323
659,20231,7295,42395,334.9169,167.6939
